_id,Tarih,Kurum Kodu,Tam,Öğrenci,Öğretmen,Serbest Kart,Personel,Bilet,Altmış Yaş,Çocuk,Gönüllü
261,2015-07-14T00:00:00,Izulas,85.090,33.985,754,31.371,0,154,0,0,0
262,2015-07-14T00:00:00,İzban,134.343,50.646,1.821,19.946,0,1.262,0,0,0
263,2015-07-14T00:00:00,Metro,156.648,61.217,1.992,24.345,0,2.567,0,0,0
264,2015-07-15T00:00:00,Eshot,399.629,156.254,4.943,140.098,0,1.553,0,0,0
265,2015-07-15T00:00:00,Izdeniz,27.239,6.830,351,3.201,0,1.508,0,0,0
266,2015-07-15T00:00:00,Izdeniz-Araba,1.423,0,0,0,0,0,0,0,0
267,2015-07-15T00:00:00,Izulas,86.327,33.051,909,34.854,0,153,0,0,0
268,2015-07-15T00:00:00,İzban,134.795,49.112,1.727,20.029,0,1.880,0,0,0
269,2015-07-15T00:00:00,Metro,157.761,60.614,2.220,24.721,0,2.550,0,0,0
270,2015-07-16T00:00:00,Eshot,292.464,98.432,2.284,105.215,0,1.224,0,0,0
271,2015-07-16T00:00:00,Izdeniz,21.064,4.310,151,2.088,0,1.482,0,0,0
272,2015-07-16T00:00:00,Izdeniz-Araba,1.089,0,0,0,0,0,0,0,0
273,2015-07-16T00:00:00,Izulas,68.913,23.606,501,27.775,0,155,0,0,0
274,2015-07-16T00:00:00,İzban,106.493,33.901,925,15.047,0,2.064,0,0,0
275,2015-07-16T00:00:00,Metro,118.783,36.505,1.062,17.769,0,2.212,0,0,0
276,2015-07-17T00:00:00,Eshot,246.943,86.583,1.554,46.331,0,710,0,0,0
277,2015-07-17T00:00:00,Izdeniz,25.215,6.613,142,1.461,0,2.019,0,0,0
278,2015-07-17T00:00:00,Izdeniz-Araba,1.306,0,0,0,0,0,0,0,0
279,2015-07-17T00:00:00,Izulas,57.340,20.770,315,11.742,0,90,0,0,0
280,2015-07-17T00:00:00,İzban,105.078,31.812,672,9.172,0,1.791,0,0,0
281,2015-07-17T00:00:00,Metro,83.859,27.533,612,8.250,0,1.411,0,0,0
282,2015-07-18T00:00:00,Eshot,278.838,91.594,1.483,61.380,0,930,0,0,0
283,2015-07-18T00:00:00,Izdeniz,31.288,6.823,186,2.189,0,2.801,0,0,0
284,2015-07-18T00:00:00,Izdeniz-Araba,1.304,0,0,0,0,0,0,0,0
285,2015-07-18T00:00:00,Izulas,63.656,21.038,350,15.967,0,102,0,0,0
286,2015-07-18T00:00:00,İzban,122.288,36.252,748,12.491,0,1.714,0,0,0
287,2015-07-18T00:00:00,Metro,92.123,29.806,593,10.773,0,1.548,0,0,0
288,2015-07-19T00:00:00,Eshot,260.809,88.005,1.477,64.962,0,1.112,0,0,0
289,2015-07-19T00:00:00,Izdeniz,27.150,6.066,184,1.985,0,2.565,0,0,0
290,2015-07-19T00:00:00,Izdeniz-Araba,1.293,0,0,0,0,0,0,0,0
291,2015-07-19T00:00:00,Izulas,64.015,21.653,313,17.587,0,111,0,0,0
292,2015-07-19T00:00:00,İzban,116.593,36.516,781,12.641,0,1.940,0,0,0
293,2015-07-19T00:00:00,Metro,89.530,30.277,666,10.897,0,1.601,0,0,0
294,2015-07-20T00:00:00,Eshot,376.415,144.283,3.942,120.465,0,1.432,0,0,0
295,2015-07-20T00:00:00,Izdeniz,29.956,7.011,325,3.214,0,2.288,0,0,0
296,2015-07-20T00:00:00,Izdeniz-Araba,1.321,0,0,0,0,0,0,0,0
297,2015-07-20T00:00:00,Izulas,85.109,31.840,769,30.131,0,218,0,0,0
298,2015-07-20T00:00:00,İzban,134.061,47.459,1.496,19.386,0,2.480,0,0,0
299,2015-07-20T00:00:00,Metro,151.853,55.885,1.794,23.201,0,2.618,0,0,0
